Year,player,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2014,Chris Smith,arkansas,DE,73,266,9.5,34.13,NA,4.71,28,37,121,4.46,7.37,NA,NA
2014,Jerome Smith,syracuse,RB,71.13,220,9.75,30.88,NA,4.84,14,36,116,4.6,7.27,NA,503810
2014,Marcus Smith,louisville,DE,75.38,251,10,34,NA,4.68,23,35,121,4.47,NA,NA,NA
2014,Telvin Smith,florida state,OLB,75,218,10.25,32.5,NA,4.52,16,31.5,117,4.57,7.04,NA,501095
2014,Will Smith,texas tech,OLB,74.13,231,8.5,31.75,NA,4.59,17,37.5,113,4.53,7.04,NA,5127936
2014,Willie Snead,ball state (in),WR,71,195,10.25,33,NA,4.62,11,33.5,112,4.39,7.18,NA,511422
2014,Daniel Sorensen,brigham young,SS,73.38,205,8.5,31,NA,4.67,13,32,113,3.95,NA,NA,381492
2014,Dezmen Southward,wisconsin,SS,72.25,211,10,30.625,NA,4.38,NA,42,124,4.37,6.5,NA,482380
2014,Marquis Spruill,syracuse,ILB,73.13,231,8.38,30.875,NA,4.53,21,34.5,117,4.46,7.33,NA,NA
2014,Tyler Starr,south dakota,OLB,76.13,250,9.5,32.5,NA,4.95,24,32,115,4.15,NA,NA,NA
2014,Jimmy Staten,middle tennessee state,DT,76.5,303,10.13,33.5,NA,NA,30,27,94,NA,NA,NA,NA
2014,Anthony Steen,alabama,OG,75.38,314,9.13,30.5,NA,5.33,NA,25,106,4.71,7.95,NA,NA
2014,Shamar Stephen,connecticut,DT,76.88,309,10,33.13,NA,5.25,25,30.5,102,4.89,7.81,NA,NA
2014,Josh Stewart,oklahoma state,WR,69.88,178,9.38,30,NA,4.69,11,35,116,4.33,7.18,NA,511258
2014,Ed Stinson,alabama,DE,75.25,287,9.38,33.75,NA,4.98,27,28,103,4.75,8.07,NA,NA
2014,James Stone,tennessee,C,75.63,306,10.13,33.88,NA,5.17,22,27.5,104,4.63,NA,NA,NA
2014,Bryan Stork,florida state,C,75.88,315,10.13,32.25,NA,5.44,21,26,97,5.02,7.9,NA,NA
2014,Devin Street,pittsburgh,WR,74.88,198,9.25,33.38,NA,4.55,NA,37,123,4.01,6.72,NA,482855
2014,Xavier Su'a-Filo,ucla,OG,76.13,307,9.38,33.38,NA,5.04,25,25,101,4.44,7.93,NA,NA
2014,Vinnie Sunseri,alabama,SS,71.13,210,10,30,NA,4.56,18,NA,NA,NA,NA,NA,515912
2014,Will Sutton,arizona state,DT,72.5,303,10,31.25,NA,5.36,24,28.5,99,4.82,7.7,NA,480399
2014,Travis Swanson,arkansas,C,77,312,10,33.13,NA,5.28,20,26,93,4.65,NA,NA,NA
2014,Lorenzo Taliaferro,coastal carolina (sc),RB,72.25,229,8.38,32,NA,4.58,18,33,116,4.22,NA,NA,NA
2014,Brandon Thomas,clemson,OG,75.25,317,10.5,34.75,NA,5.09,35,29,98,4.83,7.83,NA,482960
2014,DeAnthony Thomas,oregon,RB,68.63,174,8.13,29.88,NA,4.5,8,32,123,4.23,6.94,NA,NA
2014,Jemea Thomas,georgia tech,FS,69.25,192,10,30.63,NA,4.55,19,37,124,4.25,7.03,NA,483031
2014,Logan Thomas,virginia tech,QB,78.13,248,10.88,34.25,NA,4.61,NA,35.5,116,4.18,NA,NA,480239
2014,Robert Thomas,arkansas,DT,73.25,327,10,33.88,NA,5.26,32,25.5,96,5.07,8.05,NA,NA
2014,Khyri Thornton,southern mississippi,DT,74.63,304,9.5,32.5,NA,5.03,28,29,111,4.76,NA,NA,482308
2014,DJ Tialavea,utah state,TE,75.5,267,9.25,33.625,NA,4.95,22,32.5,109,4.62,7.46,NA,480975
2014,Jordan Tripp,montana,OLB,74.75,234,9.63,30.75,NA,4.67,22,37.5,120,3.96,NA,NA,NA
2014,Stephon Tuitt,notre dame,DT,77.5,304,10,34.75,NA,4.92,31,NA,NA,NA,NA,NA,517634
2014,Billy Turner,north dakota state,OT,76.88,315,10,34,NA,5.16,25,28,108,4.71,NA,NA,NA
2014,Trai Turner,louisiana state,OG,74.63,310,9.5,34,NA,4.93,25,27.5,102,4.77,8.16,NA,NA
2014,George Uko,southern california,DT,74.63,284,10.13,33.25,NA,4.99,18,29.5,110,4.57,7.47,NA,NA
2014,Uani Unga,brigham young,ILB,73.13,231,10,31.375,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Brent Urban,virginia,DE,78.63,295,9.75,34.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,John Urschel,penn state,OG,75,313,10.38,33,NA,5.31,30,29,101,4.47,NA,NA,NA
2014,Kirby Van Der Kamp,iowa state,P,75.75,202,9.25,31.5,NA,NA,NA,NA,NA,NA,NA,NA,502091
2014,Mitchell Van Dyk,portland state (or),OT,79,313,10,33.125,NA,5.12,14,27,103,4.88,7.47,NA,NA
2014,Kyle Van Noy,brigham young,OLB,75.13,243,9.63,31.625,NA,4.71,21,32.5,111,4.2,NA,NA,502463
2014,Dustin Vaughan,west texas a&m,QB,76.88,235,8.88,33,NA,4.95,NA,29,108,4.43,NA,NA,NA
2014,Brock Vereen,minnesota,SS,71.63,199,8.25,30,NA,4.47,25,34,116,4.07,NA,NA,503249
2014,Jason Verrett,texas christian,CB,69.5,189,9.25,30.63,NA,4.38,19,39,127,4,NA,NA,517126
2014,Jimmie Ward,northern illinois,SS,70.63,193,9.38,31,NA,4.59,9,38,125,4.24,6.89,NA,502568
2014,L'Damian Washington,missouri,WR,75.88,195,9,33.38,NA,4.46,8,32,114,4.35,7.09,NA,481541
2014,Todd Washington,southeast louisiana,CB,71.38,196,8.75,31.13,NA,4.57,13,NA,NA,NA,NA,NA,503385
2014,Jaylen Watkins,florida,CB,71.5,194,9.63,30.63,NA,4.41,22,31.5,118,4.5,7.13,NA,503982
2014,Sammy Watkins,clemson,WR,72.75,211,9.63,32,NA,4.43,16,34,125,4.34,NA,NA,512839
2014,Chris Watt,notre dame,OG,74.63,310,9.5,32.75,NA,5.5,29,28.5,104,4.76,7.67,NA,NA
2014,Brandon Watts,georgia tech,OLB,73.75,225,9,33.5,NA,4.41,16,37.5,122,4.21,6.89,NA,483035
2014,Larry Webster,bloomsburg,DE,77.75,252,10.13,33.5,NA,4.58,17,36.5,123,4.44,NA,NA,NA
2014,Keith Wenning,ball state (in),QB,74.63,218,10,31.25,NA,5,NA,28,99,4.25,NA,NA,503695
2014,Terrance West,towson (md),RB,69.25,225,9.13,31,NA,4.56,16,33.5,120,4.44,7.28,NA,NA
2014,Ethan Westbrooks,west texas a&m,DE,75.5,267,9.63,33.25,NA,4.9,19,29,110,4.67,NA,NA,NA
2014,Lavelle Westbrooks,georgia southern,CB,71.5,186,9.75,32.38,NA,4.63,15,36,121,4.27,NA,NA,NA
2014,Chris Whaley,texas,DT,75.13,269,9.13,32.125,NA,NA,22,NA,NA,NA,NA,NA,480228
2014,James White,wisconsin,RB,69.13,204,8.25,29.25,NA,4.57,23,32,113,4.2,NA,NA,503422
2014,Ryan White,auburn,CB,70.38,194,9.13,30.125,NA,4.51,13,34,125,4.3,7.05,NA,503948
2014,James Wilder,florida state,RB,74.63,232,9.75,32,NA,4.86,18,35,121,4.24,NA,NA,NA
2014,Andre Williams,boston college,RB,71.38,230,9,33.5,NA,4.56,NA,38,128,4.06,NA,NA,501673
2014,Damien Williams,oklahoma,RB,71.25,222,9.13,30.63,NA,4.45,16,35.5,121,4.25,NA,NA,534462
2014,Avery Williamson,kentucky,ILB,73,246,9.5,32.75,NA,4.66,25,30.5,120,4.07,NA,NA,504160
2014,Albert Wilson,georgia state,WR,69.38,202,9.13,30.38,NA,4.43,10,37.5,123,4.21,NA,NA,501428
2014,Kerry Wynn,richmond (va),DE,76.88,266,9.13,31.75,NA,4.97,31,34,113,4.73,7.53,NA,NA
2014,David Yankey,stanford,OG,77.63,315,9.5,34,NA,5.48,22,28.5,102,4.86,NA,NA,NA
2014,Jordan Zumwalt,ucla,OLB,76,235,8.75,31.25,NA,4.76,NA,33,115,4.25,7.26,NA,500360
2013,Oday Aboushi,virginia,OT,77.38,308,10.63,33.78,NA,5.45,17,23.5,100,4.84,NA,NA,NA
2013,Johnny Adams,michigan state,CB,70.25,185,8,31.28,NA,4.48,16,33,118,4.54,7,NA,378014
2013,Robert Alford,southeast louisiana,CB,70.13,188,9.5,32.08,NA,4.39,17,40,132,4.23,NA,NA,NA
2013,Keenan Allen,california,WR,74,206,10,32.75,NA,NA,NA,NA,NA,NA,NA,NA,501550
2013,Ryan Allen,louisiana tech,P,73.5,229,9.63,32.5,NA,NA,NA,NA,NA,NA,NA,NA,505038
2013,Zach Allen,north carolina state,OG,73.75,332,9.88,33.48,NA,5.43,32,27.5,93,4.96,NA,NA,NA
2013,Kiko Alonso,oregon,ILB,75.38,238,9.75,32.125,NA,4.74,NA,30.5,117,4.18,6.96,NA,379307
2013,David Amerson,north carolina state,CB,73,205,10.5,32.58,NA,4.44,15,35.5,127,4.13,6.75,NA,501149
2013,CJ Anderson,california,RB,68.13,224,9.08,30,NA,4.6,17,32,119,4.12,NA,NA,516996
2013,Ezekial Ansah,brigham young,DE,77.25,271,10.25,35.18,NA,4.63,21,34.5,118,4.26,NA,NA,NA
2013,Marc Anthony,california,CB,71.38,196,9,32.18,NA,4.63,12,35,118,4.07,NA,NA,380696
2013,Terron Armstead,arkansas-pine bluff,OT,76.75,306,9.25,34.08,27,4.71,31,34.5,112,4.72,NA,NA,NA
2013,Tavon Austin,west virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,NA,NA,487982
2013,Jeff Baca,ucla,OG,75.38,302,9.75,34.28,34,5.03,28,26.5,100,4.44,NA,NA,NA
2013,Alvin Bailey,arkansas,OG,75.13,312,9.38,34.68,NA,4.95,27,NA,NA,4.69,7.5,NA,551312
2013,Stedman Bailey,west virginia,WR,70.25,193,9.78,32.68,NA,4.52,11,34.5,117,4.09,NA,NA,487983
2013,David Bakhtiari,colorado,OT,76.25,299,9.5,34.08,NA,5.18,28,25.5,101,4.74,NA,NA,NA
2013,Montee Ball,wisconsin,RB,70.5,214,9.08,32.63,NA,4.66,15,32,118,4.4,NA,NA,482389
2013,Johnthan Banks,mississippi state,CB,74,185,9.25,33.78,NA,4.61,10,34,125,4.27,NA,NA,483145
2013,Chris Barker,nevada,OG,74.63,305,9.38,33.08,NA,5.25,29,27.5,99,4.77,7.9,NA,NA
2013,Matt Barkley,southern california,QB,74.5,230,10.08,30.63,30,4.91,NA,NA,NA,4.58,NA,NA,480322
2013,Kenjon Barner,oregon,RB,69.25,196,9.18,29.63,NA,4.52,20,35.5,122,4.2,NA,NA,379309
2013,TJ Barnes,georgia tech,DT,78.25,369,10.75,34.78,NA,5.3,25,22,97,4.96,NA,NA,NA
2013,Sam Barrington,south florida,ILB,72.88,246,10.25,32.28,NA,4.91,22,32.5,117,4.25,7.16,NA,482885
2013,David Bass,missouri western,DE,75.88,262,10.5,33.48,NA,4.84,20,30.5,111,4.33,NA,NA,NA
2013,Steve Beauharnais,rutgers,ILB,72.88,240,9.13,32.68,NA,4.84,19,33,118,4.2,NA,NA,483111
2013,Nick Becton,virginia tech,OT,77.25,323,9,35.48,NA,5.2,19,29.5,109,4.57,NA,NA,NA
2013,Le'Veon Bell,michigan state,RB,73.38,230,9.58,31.5,NA,4.6,24,31.5,118,4.24,NA,NA,503183
2013,Giovani Bernard,north carolina,RB,68.38,202,9.38,28,25,4.53,19,33.5,122,4.12,NA,NA,500890
2013,Tommy Bohanon,wake forest,FB,73,246,10.08,30.13,NA,4.88,36,35,119,4.42,NA,NA,481654
2013,Travis Bond,north carolina,OG,77.88,329,9.63,35.48,NA,5.27,22,22.5,98,4.96,NA,NA,480628
2013,Alan Bonner,jacksonville state (al),WR,70.25,193,9.38,30.28,NA,4.59,14,33,117,4.15,7.04,NA,NA
2013,Zach Boren,ohio state,FB,71.5,238,10.08,31.5,NA,5,15,32,109,4.44,NA,NA,481813
2013,Jon Bostic,florida,ILB,72.88,245,9.63,33.08,23,4.61,22,32.5,118,4.24,NA,NA,NA
2013,Michael Bowie,northeastern state (ok),OT,76.63,330,10.38,34.25,NA,5.28,19,25.5,95,4.84,8.06,NA,NA
2013,Josh Boyce,texas christian,WR,71.13,206,9.28,31.28,NA,4.38,22,34,131,4.1,NA,NA,481315
2013,Josh Boyd,mississippi state,DT,74.63,310,9.25,32.08,NA,5.14,32,26.5,104,4.64,NA,NA,3123652
2013,John Boyett,oregon,FS,69.88,204,8.5,30.48,NA,4.64,27,NA,NA,NA,NA,NA,378484
2013,Tyler Bray,tennessee,QB,78.13,232,9.28,33,24,5.05,NA,NA,100,4.51,NA,NA,501546
2013,Dylan Breeding,arkansas,P,73.25,213,8.88,31,NA,4.74,11,29,110,NA,NA,NA,487510
2013,Arthur Brown,kansas state,OLB,72.38,241,10,32.48,20,4.62,21,32.5,116,4.31,7.07,NA,377699
2013,Braden Brown,brigham young,OT,77.38,310,10.25,34.28,NA,5.2,26,28,100,4.7,NA,NA,NA
2013,DJ Brown,miami (oh),CB,72.5,188,9.25,30.25,NA,4.57,6,36.5,123,4.16,6.8,NA,385205
2013,Justin Brown,oklahoma,WR,75.13,207,9.63,32,NA,4.6,8,30.5,117,4.31,6.96,NA,488945
2013,Marlon Brown,georgia,WR,75.88,213,8.38,32.75,NA,NA,10,NA,NA,NA,NA,NA,480213
2013,Armonty Bryant,east central (ok),DE,75.88,263,9.75,35.68,NA,4.86,15,31.5,118,5,7.14,NA,NA
2013,Michael Buchanan,illinois,DE,77.38,255,9.88,34.08,NA,4.78,22,33,113,4.44,NA,NA,480434
2013,Rex Burkhead,nebraska,RB,70.25,214,9.68,30.88,NA,4.73,21,39,125,4.09,NA,NA,481556
2013,Adrian Bushell,louisville,CB,69.38,186,9.25,32.08,NA,4.58,17,33,116,4.25,6.93,NA,381133
2013,Brice Butler,san diego state,WR,75.25,214,9.38,34.5,NA,4.37,NA,39,129,4.4,6.7,NA,379396
2013,Carter Bykowski,iowa state,OT,78.88,306,9.75,33.75,NA,5.3,25,28.5,106,4.72,7.84,NA,380931
2013,Colby Cameron,louisiana tech,QB,74.13,212,9.08,32,NA,4.78,NA,30.5,112,4.28,NA,NA,385667
2013,William Campbell,michigan,DT,76.63,311,10.5,33.5,NA,5.15,35,27,106,4.7,7.3,NA,NA
2013,Anthony Cantele,kansas state,K,70,180,9.13,29.25,NA,NA,NA,NA,NA,NA,NA,NA,481485
2013,Cornellius Carradine,florida state,DE,76.13,276,10.25,34.75,NA,4.75,28,NA,NA,NA,NA,NA,NA
2013,Mike Catapano,princeton,DE,75.88,271,10.38,33.75,NA,4.75,33,37.5,116,4.31,7.09,NA,NA
2013,Braxston Cave,notre dame,C,75.25,303,9.38,32.08,NA,5.33,32,25.5,98,4.71,NA,NA,NA
2013,Emmett Cleary,boston college,OT,78.88,316,9.75,34.28,NA,5.21,24,28.5,108,4.7,NA,NA,NA
2013,Jamie Collins,southern mississippi,OLB,75.5,250,9.75,33.68,17,4.64,19,41.5,139,4.32,NA,NA,NA
2013,Jasper Collins,mount union (oh),WR,70.25,180,9.13,29.5,NA,4.47,12,34.5,121,4.07,6.85,NA,NA
2013,Sanders Commings,georgia,CB,72.13,216,8.88,32.08,22,4.41,23,34.5,117,4.3,NA,NA,382676
2013,Jonathan Cooper,north carolina,OG,74.13,311,10.25,33.08,34,5.07,35,27,108,4.84,NA,NA,381518
2013,Marcus Cooper,rutgers,CB,74.13,192,9.25,32.75,NA,4.45,20,39.5,129,4.42,6.89,NA,NA
2013,Bobby Cowan,idaho,P,76.25,219,9,31.5,NA,NA,NA,NA,NA,NA,NA,NA,383022
2013,Michael Cox,massachusetts,RB,71.75,222,8.75,32.5,NA,4.58,24,41,131,4.08,6.87,NA,381788
2013,Marcus Cromartie,wisconsin,CB,72,195,9.5,33.375,NA,4.41,14,34,121,4.19,6.85,NA,380976
2013,Justice Cunningham,south carolina,TE,74.63,258,10.08,33.78,NA,4.94,17,31.5,116,4.45,NA,NA,483208
2013,Johnathan Cyprien,florida international,SS,72.25,217,10.25,31.68,NA,4.56,18,38.5,119,4.44,7.01,NA,481367
2013,BJ Daniels,south florida,QB,70.63,222,9,32,NA,4.63,20,32.5,114,4.27,7.02,NA,382201
2013,Cody Davis,texas tech,FS,73.88,203,9.5,30.625,NA,4.41,15,41.5,123,4.01,6.77,NA,118214
2013,Knile Davis,arkansas,RB,71.38,227,8.58,29.75,NA,4.37,31,33.5,121,4.38,NA,NA,482676
2013,Marcus Davis,virginia tech,WR,75,233,10.28,32.68,NA,4.56,19,39.5,120,4.2,NA,NA,381545
2013,Will Davis,utah state,CB,71.25,186,9,31.48,NA,4.51,16,35.5,127,4.02,NA,NA,512807
2013,Everett Dawkins,florida state,DT,74.13,292,10.38,32.68,NA,5.06,23,30,103,4.88,NA,NA,380916
2013,Jordan Devey,memphis,OT,78.63,317,9.63,32.68,NA,5.25,21,24,98,4.77,NA,NA,512510
2013,Quinton Dial,alabama,DT,77.38,318,9.38,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Aaron Dobson,marshall (wv),WR,74.75,210,9,33,NA,4.37,16,35,121,4.33,7.19,NA,483949
2013,Kevin Dorsey,maryland,WR,73.38,207,9.63,33.75,NA,4.47,17,38,130,4.28,7.08,NA,377686
2013,Alex Dunnachie,hawaii,P,75.25,217,8.75,32,NA,NA,NA,NA,NA,NA,NA,NA,480925
2013,Zac Dysert,miami (oh),QB,74.88,227,9.13,32.625,24,4.81,NA,NA,NA,NA,NA,NA,385212
2013,Lavar Edwards,louisiana state,DE,76,277,10,35.48,NA,4.8,21,33,119,4.51,NA,NA,378559
2013,Mike Edwards,hawaii,CB,69,189,9.13,31.58,NA,4.56,14,36,124,4.18,NA,NA,NA
2013,Tyler Eifert,notre dame,TE,77.5,250,9.18,33.18,23,4.68,22,35.5,119,4.32,NA,NA,483387
2013,Matt Elam,florida,FS,69.88,208,9,32.58,19,4.5,17,35.5,118,NA,NA,NA,501556
2013,Andre Ellington,clemson,RB,69.25,199,9.38,31,NA,4.61,NA,34,122,NA,NA,NA,381445
2013,Zach Ertz,stanford,TE,77,249,9.68,31.68,26,4.76,24,30.5,111,4.47,NA,NA,482590
2013,Gavin Escobar,san diego state,TE,77.88,254,9.68,33.58,28,4.84,12,32,114,4.31,NA,NA,481181
2013,Josh Evans,florida,FS,73.13,207,10,31.78,NA,4.58,NA,34.5,123,4.1,NA,NA,482715
2013,Chris Faulk,louisiana state,OT,77.5,331,9.63,34.28,NA,5.08,25,NA,NA,NA,NA,NA,NA
2013,Joseph Fauria,ucla,TE,79.38,259,10.78,33.68,NA,4.82,17,35.5,120,4.53,7.49,NA,385326
2013,Eric Fisher,central michigan,OT,79.25,306,10.5,34.48,23,5.05,27,28.5,116,4.44,NA,NA,NA
2013,Sharrif Floyd,florida,DT,74.63,297,10.13,31.68,NA,4.92,NA,30,106,4.75,NA,NA,NA
2013,DJ Fluker,alabama,OT,76.63,339,10.5,36.68,NA,5.31,21,27.5,NA,5,NA,NA,NA
2013,Manase Foketi,west texas a&m,OG,76.75,318,10.63,34.48,NA,5.3,25,23.5,102,5.06,NA,NA,NA
2013,Michael Ford,louisiana state,RB,69.5,210,9.08,30.38,NA,4.5,25,38.5,130,4.25,NA,NA,480240
2013,Reid Fragel,ohio state,OT,79.63,308,10.63,33.08,NA,5.14,33,30,113,4.68,NA,NA,487795
2013,Johnathan Franklin,ucla,RB,70,205,9.38,30,NA,4.49,18,31.5,115,4.31,NA,NA,380712
2013,Travis Frederick,wisconsin,C,75.63,312,10,33.08,NA,5.58,21,28.5,97,4.76,NA,NA,NA
2013,Corey Fuller,virginia tech,WR,74.25,204,9.48,33.28,NA,4.43,12,31.5,120,4.48,7.17,NA,501213
2013,Matt Furstenburg,maryland,TE,75.63,242,8.58,31.68,NA,4.62,18,35.5,115,4.35,NA,NA,377696
2013,Rogers Gaines,tennessee state,OT,78.25,334,10.63,36.28,NA,5.24,28,23,96,5.24,8.08,NA,NA
2013,Kwame Geathers,georgia,DT,77.38,342,9.5,35.28,NA,5.44,21,26.5,96,5.27,7.88,NA,NA
2013,William Gholston,michigan state,DE,78.25,281,10.38,34.08,NA,4.96,23,28.5,110,4.59,NA,NA,NA
2013,Garrett Gilkey,chadron state (ne),OG,77.88,318,10.25,32.58,NA,5.33,28,30,108,4.75,NA,NA,NA
2013,Mike Gillislee,florida,RB,71.13,208,9.38,31.13,NA,4.55,15,30.5,119,4.4,NA,NA,480255
2013,Mike Glennon,north carolina state,QB,79.13,225,9.58,33.13,26,4.94,NA,26.5,102,4.52,NA,NA,381967
2013,Tyrone Goard,eastern kentucky,WR,75.75,205,8.68,34.08,NA,4.5,10,36,123,4.39,NA,NA,NA
2013,Zaviar Gooden,missouri,OLB,73.5,234,10,32.28,25,4.47,27,34,131,4.18,NA,NA,381377
2013,Malliciah Goodman,clemson,DE,75.63,276,11,36.38,NA,4.87,26,31.5,114,4.48,7.1,NA,NA
2013,Marquise Goodwin,texas,WR,68.88,183,8.58,31.48,NA,4.27,13,42,132,4.09,6.66,NA,481791
2013,Chris Gragg,arkansas,TE,74.75,244,9.08,33.58,NA,4.5,18,37.5,125,4.51,NA,NA,382629
2013,Ray Graham,pittsburgh,RB,69.13,199,9.58,30.25,NA,4.8,18,32.5,112,4.21,7.03,NA,482843
2013,Dwayne Gratz,connecticut,CB,71.13,201,10.5,32.18,NA,4.47,22,38,125,4.15,NA,NA,382320
2013,MarQueis Gray,minnesota,TE,75.25,240,9.78,34,NA,4.73,15,30,111,4.3,NA,NA,381929
2013,Khaseem Greene,rutgers,OLB,72.75,241,9.63,32.58,NA,4.71,17,30,116,4.2,NA,NA,382170
2013,Ryan Griffin,connecticut,TE,78.13,261,9.88,33.25,NA,4.87,21,34.5,113,4.43,7.01,NA,NA
2013,Ryan Griffin,tulane (la),QB,75.88,221,9.38,31.25,NA,5.2,NA,25.5,101,4.78,7.64,NA,NA
2013,Cory Grissom,south florida,DT,73.38,306,9.25,33.28,NA,5.31,22,27.5,97,4.81,7.65,NA,NA
2013,Cobi Hamilton,arkansas,WR,73.75,212,8.68,32.48,NA,4.56,11,29.5,107,4.31,7.09,NA,482678
2013,Johnathan Hankins,ohio state,DT,74.88,320,9.5,33.08,NA,5.31,NA,26,104,4.61,NA,NA,NA
2013,Duron Harmon,rutgers,SS,72.25,196,9.38,30.75,NA,4.51,15,36,125,4.4,7.02,NA,483118
2013,Chris Harper,kansas state,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,NA,NA,487950
2013,DJ Harper,boise state,RB,69.13,211,10.28,31,NA,4.52,23,33.5,120,4.35,6.8,NA,232570
2013,Jeremy Harris,new mexico state,CB,74.38,181,9.25,34.5,NA,4.48,5,36.5,125,4.08,6.99,NA,512783
2013,Montel Harris,temple,RB,68.25,208,9.38,30.5,NA,4.68,19,32.5,113,4.18,6.84,NA,380803
2013,Mark Harrison,rutgers,WR,74.88,231,9.58,35.08,NA,4.46,17,38.5,129,4.33,NA,NA,483119
2013,Tanner Hawkinson,kansas,OT,77.25,298,10,33.38,NA,5.07,13,28.5,112,4.51,NA,NA,NA
2013,Terry Hawthorne,illinois,CB,71.75,195,8.88,31.28,NA,4.44,13,35.5,116,4.24,6.88,NA,480232
2013,DJ Hayden,houston,CB,71.13,191,9,31.125,NA,4.4,NA,33.5,120,NA,NA,NA,512467
2013,Brandon Hepburn,florida a&m,ILB,74.5,240,9,32.48,NA,4.68,21,32,124,4.55,7.31,NA,NA
2013,Eric Herman,ohio,OG,76.13,320,10.88,32.28,NA,5.25,36,28,95,5.09,NA,NA,NA
2013,Aaron Hester,ucla,CB,73.63,198,10.38,32.48,NA,4.62,NA,29,112,4.33,6.92,NA,380713
2013,Jordan Hill,penn state,DT,73.25,303,10.25,33.48,NA,5.23,28,22.5,103,4.51,NA,NA,488962
2013,Gerald Hodges,penn state,OLB,73,243,9,32.08,NA,4.78,22,35,119,4.29,7.27,NA,481918
2013,DeVonte Holloman,south carolina,OLB,73.38,243,10,32.48,NA,4.76,15,33,113,4.26,NA,NA,483185
2013,Khaled Holmes,southern california,C,75.25,302,10.25,35,NA,5.29,13,29.5,104,4.74,7.66,NA,NA
2013,DeAndre Hopkins,clemson,WR,73,214,10.08,33.38,NA,4.57,15,36,115,4.5,6.83,NA,501689
2013,Dustin Hopkins,florida state,K,74,193,8.88,31.75,NA,4.74,NA,33.5,116,NA,NA,NA,480761
2013,Josh Hubner,arizona state,P,75.63,232,10.5,32,NA,5.06,13,NA,NA,NA,NA,NA,517405
2013,Montori Hughes,tennessee-martin,DT,76,329,10.13,32.58,NA,5.23,22,26.5,104,4.7,7.7,NA,NA
2013,Margus Hunt,southern methodist (tx),DE,80.13,277,10,33.68,NA,4.62,38,34.5,121,4.51,NA,NA,483240
2013,Justin Hunter,tennessee,WR,76,196,9.38,33.28,12,4.44,NA,39.5,136,4.33,7.19,NA,501520
2013,Micah Hyde,iowa,CB,71.75,197,9.38,31.48,NA,4.56,12,33,121,4.2,6.67,NA,480441
2013,Luke Ingram,hawaii,LS,77.13,258,9.25,32.75,NA,5.05,24,NA,106,NA,NA,NA,NA
2013,Kemal Ishmael,central florida,SS,70.75,201,9,33,NA,4.63,21,35.5,123,4.28,6.75,NA,488084
2013,Mark Jackson,glenville state (wv),OG,77.38,328,9.63,34.28,NA,5.65,20,20.5,91,5.03,NA,NA,NA
2013,Mike James,miami (fl),RB,70.5,223,9.68,31.63,NA,4.53,28,35,115,4.62,6.93,NA,480873
2013,Jawan Jamison,rutgers,RB,67.38,203,8.38,29,NA,4.68,20,29,110,4.62,7.47,NA,503841
2013,DC Jefferson,rutgers,TE,77.75,255,10.13,34.25,NA,4.97,3,32.5,119,4.62,7.33,NA,382162
2013,Stefphon Jefferson,nevada,RB,70.5,213,9.18,30.25,NA,4.68,15,31,117,4.44,NA,NA,480552
2013,Tony Jefferson,oklahoma,FS,70.75,213,9.25,31.58,NA,4.75,16,NA,NA,4.21,7.27,NA,501557
2013,Brandon Jenkins,florida state,OLB,74.5,251,9.25,33.28,NA,4.69,18,NA,NA,4.48,7.4,NA,NA
2013,Jelani Jenkins,florida,OLB,72.5,243,9.38,32.28,NA,4.54,27,35.5,111,4.28,6.97,NA,482722
2013,John Jenkins,georgia,DT,75.63,346,9.5,34.08,NA,5.21,30,24.5,100,4.94,7.8,NA,NA
2013,Ryan Jensen,colorado state-pueblo,OG,75.5,317,9.13,32.5,NA,5.23,30,25.5,98,4.56,7.69,NA,NA
2013,Luke Joeckel,texas a&m,OT,78,306,10.13,34.28,28,5.3,27,28.5,106,4.68,NA,NA,NA
2013,Charles Johnson,NA,WR,74,215,9.25,30.5,NA,4.39,14,39.5,133,4.31,7.04,NA,NA
2013,DJ Johnson,texas tech,FS,72,195,9.5,32.375,NA,4.69,9,38,116,4.34,6.74,NA,481853
2013,Darius Johnson,southern methodist (tx),WR,69,179,9.18,30.28,NA,4.6,6,32,109,4.53,7.29,NA,NA
2013,Dennis Johnson,arkansas,RB,66.75,196,9.25,27.875,NA,4.48,21,32.5,118,4.53,7.13,NA,382633
2013,Jake Johnson,south alabama,ILB,72.63,236,9,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Josh Johnson,purdue,CB,69.38,199,9.25,30.38,NA,4.65,16,35,114,4.25,NA,NA,482361
2013,Keelan Johnson,arizona state,SS,71.63,209,9,32.48,NA,4.54,12,36.5,125,4.07,7.06,NA,380395
2013,Lane Johnson,oklahoma,OT,78,303,10.13,35.28,28,4.72,28,34,118,4.52,NA,NA,NA
