Year,player,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,athlete_id
2023,JiAyir Brown,penn state,SS,71.38,203,10.13,31.25,NA,4.65,18,32.5,119,4.21,NA,NA,NA
2023,Sydney Brown,illinois,SS,69.75,211,10.25,31.5,NA,4.47,23,40.5,130,NA,NA,NA,4360386
2023,Jason Brownlee,southern mississippi,WR,74,198,9.75,33.75,NA,4.59,16,39.5,131,4.32,6.91,NA,4689988
2023,Arquon Bush,cincinnati,CB,71.88,187,9.25,29.88,NA,4.54,11,33.5,115,4.45,7.32,NA,4360067
2023,Jack Campbell,iowa,ILB,76.63,249,10.25,31.88,NA,4.65,NA,37.5,128,4.24,NA,NA,4569465
2023,Andre Carter,army,DE,78.5,256,9.38,33.38,NA,4.93,11,30,109,4.36,6.97,NA,4362229
2023,Jalen Carter,georgia,DT,75,323,10.25,33.5,NA,NA,NA,NA,NA,NA,NA,NA,4685759
2023,Zach Charbonnet,ucla,RB,72.38,222,9.88,32,NA,4.53,18,37,122,4.46,7.16,NA,4426385
2023,Jerrod Clark,coastal carolina (sc),DT,75.63,337,9.75,33.75,NA,5.25,NA,27.5,102,4.83,NA,NA,NA
2023,KeiTrel Clark,louisville,CB,70.25,181,8.25,29.63,NA,4.42,NA,34.5,122,4.21,NA,NA,NA
2023,Keondre Coburn,texas,DT,73.75,336,9.13,31.5,NA,5.22,24,27.5,101,4.7,7.56,NA,4362117
2023,Chamarri Conner,virginia tech,FS,72,209,9,31.38,NA,4.51,20,40.5,125,4.3,6.91,NA,4361964
2023,Jacob Copeland,maryland,WR,71.25,201,8.63,31.63,NA,4.42,20,33,127,4.47,NA,NA,4360233
2023,Brenton Cox,florida,DE,75.88,250,9.25,33.13,NA,4.82,24,33,115,NA,NA,NA,4361776
2023,McClendon Curtis,tennessee-chattanooga,OT,77.88,324,10.25,35,NA,5.24,25,26.5,105,4.97,NA,NA,NA
2023,DJ Dale,alabama,DT,72.88,302,9.75,32.88,NA,5.26,NA,25.5,98,4.8,NA,NA,4567140
2023,Braeden Daniels,utah,OG,75.63,307,9.38,33,NA,4.99,NA,30.5,109,4.6,NA,NA,NA
2023,Derius Davis,texas christian,WR,68.38,165,8,29.25,NA,4.36,NA,NA,NA,4.38,NA,NA,4362477
2023,Trey Dean,florida,SS,74.13,200,9.25,31.75,NA,4.75,25,36.5,124,4.26,6.69,NA,NA
2023,Nathaniel Dell,houston,WR,68.38,165,8.63,30.5,NA,4.49,NA,NA,121,NA,NA,NA,4366031
2023,Dontay Demus,maryland,WR,75.13,212,9.75,34.25,NA,4.57,NA,35.5,123,4.39,NA,NA,4372039
2023,SirVocea Dennis,pittsburgh,ILB,72.5,226,10.63,32.88,NA,NA,19,NA,NA,NA,NA,NA,4429511
2023,Gervon Dexter,florida,DT,77.63,310,9.5,32.25,NA,4.88,22,31,110,NA,NA,NA,4429014
2023,YaYa Diaby,louisville,DE,75.38,263,10.38,33.88,NA,4.51,NA,37,120,NA,NA,NA,4686334
2023,Demario Douglas,liberty (va),WR,68.25,179,8.75,30.25,NA,4.44,12,39.5,134,4.29,7.05,NA,4427095
2023,Josh Downs,north carolina,WR,68.75,171,9.25,30.38,NA,4.48,NA,38.5,131,4.15,6.75,NA,4688813
2023,Grant DuBose,north carolina charlotte,WR,74.38,201,9.5,31.88,NA,4.57,NA,35,125,4.32,NA,NA,4879650
2023,Max Duggan,texas christian,QB,73.5,207,9.88,30.38,NA,4.52,NA,30.5,116,4.45,NA,NA,4427105
2023,Jaelyn Duncan,maryland,OT,77.63,306,9.38,33,NA,5.1,NA,31.5,113,NA,NA,NA,NA
2023,Payne Durham,purdue,TE,77.63,255,9.75,33.38,NA,4.87,14,34.5,117,4.51,7.15,NA,4372505
2023,Travis Dye,southern california,RB,70,210,9.25,28.88,NA,4.82,16,27,107,NA,NA,NA,4360691
2023,Emil Ekiyor,alabama,OG,74.5,314,9.5,33.88,NA,NA,23,NA,NA,NA,NA,NA,NA
2023,Ikenna Enechukwu,rice (tx),DE,76.25,265,9.63,33.63,NA,4.7,23,31.5,120,4.64,7.58,NA,4362532
2023,Mark Evans,arkansas-pine bluff,OG,74.5,303,10.38,32.38,NA,5.44,19,26.5,101,4.92,NA,NA,NA
2023,Tiyon Evans,louisville,RB,69.5,225,8.5,30.38,NA,4.52,NA,30.5,NA,NA,NA,NA,4875197
2023,Zach Evans,mississippi,RB,71.13,202,10.25,31.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Viliami Fehoko,san jose state,DE,75.75,282,9,33,NA,4.77,24,30,100,4.73,7.32,NA,4570235
2023,Zay Flowers,boston college,WR,69.25,182,9.25,29.25,NA,4.42,NA,35.5,127,NA,NA,NA,4429615
2023,Emmanuel Forbes,mississippi state,CB,72.75,166,8.5,32.25,NA,4.35,NA,37.5,131,NA,NA,NA,4429767
2023,Bryce Ford-Wheaton,west virginia,WR,75.75,221,9.38,33.5,NA,4.38,NA,41,129,4.15,NA,NA,NA
2023,Alex Forsyth,oregon,C,75.88,303,10.25,32.75,NA,NA,29,20.5,95,NA,NA,NA,NA
2023,Isaiah Foskey,notre dame,DE,77.13,264,9.88,34,NA,4.58,22,34,125,4.41,NA,NA,4426457
2023,Blake Freeland,brigham young,OT,79.88,302,10,33.88,NA,4.98,25,37,120,4.71,7.34,NA,4429636
2023,Jon Gaines,ucla,OG,76,303,10.13,33.63,NA,5.01,19,32.5,114,4.45,NA,NA,4367199
2023,Connor Galvin,baylor,OT,78.63,299,9,32.38,NA,5.48,29,30.5,104,4.92,NA,NA,4373028
2023,Mekhi Garner,louisiana state,CB,74,212,10.13,32.25,NA,4.55,NA,38,128,NA,NA,NA,4570294
2023,Ali Gaye,louisiana state,DE,78,263,9.5,34.25,NA,NA,NA,NA,NA,NA,NA,NA,4243321
2023,Jahmyr Gibbs,alabama,RB,69.13,199,9.25,30.5,NA,4.36,NA,33.5,NA,NA,NA,NA,4429795
2023,Noah Gindorff,north dakota state,TE,78,263,10,33.13,NA,NA,16,NA,NA,NA,NA,NA,NA
2023,Christian Gonzalez,oregon,CB,73.38,197,9.5,32,NA,4.38,14,41.5,133,NA,NA,NA,4686772
2023,Richard Gouraige,florida,OT,77,306,10,34,NA,NA,23,NA,NA,NA,NA,NA,NA
2023,Jalen Graham,purdue,OLB,73.88,226,9.88,33,NA,4.64,18,30.5,112,4.46,7.31,NA,4570410
2023,Eric Gray,oklahoma,RB,69.5,207,9.75,29.63,NA,NA,NA,37.5,118,NA,NA,NA,4570561
2023,Antoine Green,north carolina,WR,73.75,199,9,32.13,NA,4.47,NA,33.5,123,4.27,NA,NA,4373266
2023,Jovaughn Gwyn,south carolina,C,73.88,297,9.88,31.75,NA,5.12,34,27.5,109,4.8,7.87,NA,NA
2023,Jake Haener,frenso state (ca),QB,71.63,207,9.38,29.75,NA,NA,NA,35,114,NA,NA,NA,4243322
2023,Derick Hall,auburn,OLB,74.75,254,10,34.5,NA,4.55,NA,33.5,127,4.2,7.23,NA,4567226
2023,Jaren Hall,brigham young,QB,72.13,207,9.5,29.75,NA,4.64,NA,NA,NA,4.19,7.06,NA,4373632
2023,Nick Hampton,appalachian state (nc),OLB,74.25,236,9.5,33.63,NA,4.58,NA,35.5,120,NA,NA,NA,4360773
2023,Anton Harrison,oklahoma,OG,76.38,315,9.25,31.75,NA,4.98,NA,28.5,105,NA,NA,NA,4692525
2023,Zach Harrison,ohio state,DE,77.5,269,10,36.25,NA,NA,25,34.5,123,4.66,7.33,NA,4426412
2023,Jadon Haselwood,arkansas,WR,74.25,215,10,31.25,NA,4.66,NA,37,123,4.31,NA,NA,4426370
2023,Ryan Hayes,michigan,OT,78.38,305,10,32.5,NA,5.18,NA,30,103,4.68,7.49,NA,NA
2023,Malik Heath,mississippi,WR,74.38,213,9.13,32.5,NA,4.64,NA,34,124,4.46,NA,NA,4689334
2023,DeMarcco Hellams,alabama,FS,72.63,203,9,31,NA,4.57,NA,31,121,4.57,7.29,NA,4567111
2023,Daiyan Henley,washington state,ILB,72.88,225,9.5,33,NA,4.54,NA,35,125,NA,NA,NA,4241597
2023,KJ Henry,clemson,DE,76.25,251,10,33,NA,4.63,NA,31.5,112,NA,NA,NA,4360308
2023,Nick Herbig,wisconsin,OLB,74.13,240,9.25,31.25,NA,4.65,25,34,114,4.35,7.25,NA,4429164
2023,Shaka Heyward,duke,ILB,74.88,235,9.5,34,NA,4.53,22,31,116,4.4,NA,NA,4360413
2023,Ronnie Hickman,ohio state,FS,72.5,209,9.38,33,NA,NA,NA,NA,NA,NA,NA,NA,4569620
2023,Elijah Higgins,stanford,WR,75,239,10.5,31.75,NA,4.54,17,35,126,4.5,7.13,NA,4426844
2023,Brandon Hill,pittsburgh,SS,70.38,193,9.5,30.75,NA,4.43,15,35.5,123,NA,NA,NA,4568662
2023,TreVius Hodges-Tomlinson,texas christian,CB,67.63,178,8.63,29,NA,4.41,12,39,132,NA,NA,NA,NA
2023,Hendon Hooker,tennessee,QB,75.25,217,10.5,33,NA,NA,NA,NA,NA,NA,NA,NA,4240858
2023,Dylan Horton,texas christian,DE,76,257,9.5,33.13,NA,NA,18,34,120,NA,NA,NA,4374066
2023,Jordan Howden,minnesota,SS,71.63,203,9.5,32.25,NA,4.49,14,33.5,119,4.22,6.87,NA,4360949
2023,Evan Hull,northwestern,RB,70.13,209,9.25,30.63,NA,4.47,21,37,123,4.38,6.94,NA,4569609
2023,Xavier Hutchinson,iowa state,WR,73.88,203,9.38,31.38,NA,4.53,13,36,116,4.35,NA,NA,4686422
2023,Jalin Hyatt,tennessee,WR,72.13,184,9,32.5,NA,4.4,NA,40,135,4.33,7.06,NA,4692590
2023,Mohamed Ibrahim,minnesota,RB,67.75,203,9,28.63,NA,NA,NA,NA,NA,NA,NA,NA,4240750
2023,Siaki Ika,baylor,DT,74.88,347,10.25,32.38,NA,5.39,NA,NA,NA,4.99,NA,NA,4426440
2023,Thomas Incoom,central michigan,DE,74,262,8.75,33.25,NA,4.66,23,30.5,118,4.33,7.1,NA,4714157
2023,Andrei Iosivas,princeton,WR,75.13,205,8.75,32,NA,4.43,19,39,128,4.12,NA,NA,NA
2023,Kearis Jackson,georgia,WR,71.38,196,9.38,31.25,NA,4.55,NA,NA,126,NA,NA,NA,4361778
2023,Rakim Jarrett,maryland,WR,71.88,192,9.38,31.38,NA,4.44,13,35.5,123,NA,NA,NA,4429006
2023,Michael Jefferson,louisiana-lafayette,WR,75.75,199,9.63,32.5,NA,4.56,16,37,133,4.56,6.94,NA,4366535
2023,Jaray Jenkins,louisiana state,WR,73.63,204,10,31.75,NA,4.6,20,29.5,NA,NA,NA,NA,4362650
2023,Anthony Johnson,iowa state,FS,71.63,205,8.75,31.25,NA,4.54,12,37.5,125,4.31,7.07,NA,4361748
2023,Anthony Johnson,virginia,CB,73.63,205,8.63,32.63,NA,4.63,15,30.5,116,NA,NA,NA,4240077
2023,Antonio Johnson,texas a&m,FS,73.88,198,9.75,32.13,NA,4.52,8,31,118,NA,NA,NA,4429168
2023,CJ Johnson,east carolina (nc),WR,73.5,224,10.25,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,DJ Johnson,oregon,DE,76,260,9,33.25,NA,4.49,28,32,110,4.51,7.33,NA,4240623
2023,Paris Johnson,ohio state,OT,78.38,313,9.5,36.13,NA,NA,29,NA,110,NA,NA,NA,NA
2023,Roschon Johnson,texas,RB,72.38,225,9.63,32,NA,4.58,NA,31.5,122,NA,NA,NA,4426386
2023,Quentin Johnston,texas christian,WR,74.75,208,9.63,33.63,NA,NA,NA,40.5,134,NA,NA,NA,4429025
2023,Andre Jones,louisiana-lafayette,DE,76.5,248,10,34.25,NA,NA,NA,29,116,NA,NA,NA,NA
2023,Broderick Jones,georgia,OT,77.38,313,10.63,34.75,NA,4.97,NA,30,108,NA,NA,NA,NA
2023,Cam Jones,indiana,OLB,73.25,227,9.5,31.25,NA,4.69,17,33,NA,4.4,7.3,NA,4371959
2023,Charlie Jones,purdue,WR,71.38,176,9,31.63,NA,4.43,13,36.5,124,4.15,6.84,NA,4257188
2023,Dawand Jones,ohio state,OT,80.25,374,11.63,36.38,NA,5.35,NA,NA,NA,NA,NA,NA,NA
2023,Jaylon Jones,texas a&m,CB,74.13,200,9,30.75,NA,4.57,14,38,122,4.3,NA,NA,4685145
2023,Nic Jones,ball state (in),CB,71.88,189,10,32.38,NA,4.51,9,34.5,122,4.34,NA,NA,4427636
2023,Tyreque Jones,boise state,FS,73.75,195,9.63,33.75,NA,4.52,9,32,119,4.48,7.05,NA,4260443
2023,Brandon Joseph,notre dame,FS,72.38,202,9,30.88,NA,4.62,17,30.5,118,4.23,6.84,NA,4569604
2023,Calijah Kancey,pittsburgh,DT,73,281,9.13,30.63,NA,4.67,NA,NA,NA,NA,NA,NA,4427673
2023,Kyu Blu Kelly,stanford,CB,72.25,191,9.75,32,NA,4.52,NA,36,131,4.35,6.93,NA,4427695
2023,Dalton Kincaid,utah,TE,75.63,246,10.25,32.63,NA,NA,NA,NA,NA,NA,NA,NA,4385690
2023,Jaxson Kirkland,washington,OT,78.88,321,10.5,33.5,NA,NA,19,NA,NA,NA,NA,NA,4243324
2023,Malik Knowles,kansas state,WR,74.25,196,8.75,32.25,NA,NA,NA,NA,NA,NA,NA,NA,4373077
2023,Tucker Kraft,south dakota state,TE,76.75,254,10,32.75,NA,4.69,23,34,122,4.29,NA,NA,NA
2023,Zack Kuntz,old dominion (va),TE,79.38,255,10.25,34,NA,4.55,23,40,128,4.12,NA,NA,4361417
2023,Tyler Lacy,oklahoma state,DT,76.38,279,10.88,33.25,NA,5.11,30,28.5,116,NA,NA,NA,4361861
2023,Brent Laing,minnesota-duluth,OG,75.88,304,9.75,32.38,NA,5.19,24,28,102,4.65,7.63,NA,NA
2023,Isaiah Land,florida a&m,OLB,75.5,236,9.25,32.5,NA,4.62,21,34.5,126,4.56,NA,NA,NA
2023,Matt Landers,arkansas,WR,76.38,200,9.25,32.5,NA,4.37,NA,37,130,NA,NA,NA,4259550
2023,Sam LaPorta,iowa,TE,75.25,245,10.25,32.13,NA,4.59,16,35,123,4.25,NA,NA,4430027
2023,Cameron Latu,alabama,TE,76.38,242,9.5,32.38,NA,4.78,14,32.5,120,4.32,7.31,NA,4372026
2023,Eku Leota,auburn,DE,75,263,9.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,4569613
2023,Will Levis,kentucky,QB,75.88,229,10.63,32,NA,NA,NA,34,124,NA,NA,NA,4361418
2023,Hunter Luepke,north dakota state,FB,73.25,230,9.63,31.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,Darrell Luter,south alabama,CB,71.75,189,10.38,32.38,NA,4.46,NA,40.5,123,4.43,NA,NA,NA
2023,Will Mallory,miami (fl),TE,76.5,239,9.38,32.25,NA,4.54,20,36.5,121,4.4,7.18,NA,4362523
2023,Tashawn Manning,kentucky,OG,75.13,327,9.75,34.5,NA,5.34,NA,27.5,102,4.8,NA,NA,NA
2023,Jartavius Martin,illinois,FS,71,194,9.63,31.13,NA,4.46,15,44,133,NA,NA,NA,4360378
2023,Ochaun Mathis,nebraska,DE,76.75,250,10.75,35.25,NA,4.74,21,33.5,118,4.38,7.19,NA,4362486
2023,Cody Mauch,north dakota state,OG,77,302,9.75,32.38,NA,5.08,29,29,108,4.55,NA,NA,NA
2023,Michael Mayer,notre dame,TE,76.5,249,9.5,31.63,NA,4.7,21,32.5,118,4.44,7.26,NA,4429086
2023,DeWayne McBride,alabama-birmingham,RB,70.38,215,9.5,30.63,NA,NA,20,NA,NA,NA,NA,NA,4430388
2023,Warren McClendon,georgia,OG,76.13,306,10,34.5,NA,NA,20,NA,NA,NA,NA,NA,4426512
2023,Will McDonald,iowa state,DE,75.63,239,9.5,34.88,NA,4.7,NA,36,132,4.22,6.85,NA,4361767
2023,Jordan McFadden,clemson,OG,74.25,303,9.5,34,NA,4.99,24,28.5,NA,4.81,NA,NA,4360319
2023,Isaiah McGuire,missouri,DE,76.38,268,8.63,33.88,NA,4.76,NA,36.5,122,NA,NA,NA,4427963
2023,Kenny McIntosh,georgia,RB,72.25,216,9,30.5,NA,4.62,NA,32.5,113,4.69,7.69,NA,4427391
2023,Tanner McKee,stanford,QB,78.25,231,9.38,32.88,NA,NA,NA,33,114,4.41,NA,NA,4685201
2023,Kaevon Merriweather,iowa,SS,72,205,9.25,31.88,NA,4.62,17,35.5,118,4.24,7.14,NA,4360502
2023,Kendre Miller,texas christian,RB,71.13,215,9.38,32.38,NA,NA,NA,NA,NA,NA,NA,NA,4599739
2023,Ventrell Miller,florida,ILB,71.88,232,9.13,32.5,NA,NA,NA,NA,NA,NA,NA,NA,4240610
2023,Marvin Mims,oklahoma,WR,70.88,183,9,31.63,NA,4.38,NA,39.5,129,NA,NA,NA,4686472
2023,Jonathan Mingo,mississippi,WR,73.75,220,10.38,32.13,NA,4.46,22,39.5,129,NA,NA,NA,4426485
2023,Cameron Mitchell,northwestern,CB,70.75,197,9.75,31.38,NA,4.47,15,35,NA,4.06,6.89,NA,4569607
2023,Keaton Mitchell,east carolina (nc),RB,67.88,179,9.25,30.75,NA,4.37,NA,38,126,NA,NA,NA,4596334
2023,Isaiah Moore,north carolina state,ILB,74.25,233,9.13,31.75,NA,NA,26,NA,NA,NA,NA,NA,4240105
2023,Jalen Moreno-Cropper,frenso state (ca),WR,71.13,172,8.88,30.13,NA,4.4,NA,NA,121,NA,NA,NA,5100930
2023,Mike Morris,michigan,DE,77.13,275,10,33.5,NA,4.95,22,28.5,110,4.65,7.46,NA,4572055
2023,Wanya Morris,oklahoma,OT,77.38,307,10.25,35.13,NA,5.1,NA,28.5,111,NA,NA,NA,NA
